gene,alias
FAIM,FAIM1
FAIM2,LFG|LFG2|NGP35|NMP35|TMBIM2
FALEC,FAL1|LINC00568|ncRNA-a1
FAM102A,C9orf132|EEIG1|SYM-3A|bA203J24.7
FAM102B,SYM-3B
FAM103A1,C15orf18|HsT19360|RAM
FAM103A2P,C6orf119|dJ427A4.2
FAM104B,CXorf44
FAM105A,NET20
FAM106CP,FAM106C
FAM106DP,FAM106D
FAM107A,DRR1|TU3A
FAM107B,C10orf45|HITS
FAM109A,IPIP27A|SES1
FAM109B,IPIP27B|Ses2
FAM110A,C20orf55|F10|bA371L19.3
FAM110B,C8orf72
FAM110D,GRRP1
FAM111A,GCLEB|KCS2
FAM111B,CANP|POIKTMP
FAM114A1,Noxp20
FAM114A2,133K02|C5orf3
FAM117B,ALS2CR13
FAM118A,C22orf8
FAM120A,C9orf10|HBVPTPAP|OSSA
FAM120AOS,C9orf10OS
FAM120B,CCPG|KIAA1838|PGCC1|dJ894D12.1
FAM120C,CXorf17|ORF34
FAM122A,C9orf42
FAM122B,SPACIA2
FAM126A,DRCTNNB1A|HCC|HLD5|HYCC1
FAM126B,HYCC2
FAM129A,C1orf24|GIG39|NIBAN
FAM129B,C9orf88|MEG-3|MINERVA|OC58|bA356B19.6
FAM129C,BCNP1
FAM131A,C3orf40|FLAT715|PRO1378
FAM131C,C1orf117
FAM133A,CT115
FAM135A,KIAA1411
FAM135B,C8ORFK32
FAM136BP,C6orf87|FAM136B|dJ40E16.3
FAM138A,F379|FAM138F
FAM138B,F379|bA395L14.6
FAM138C,F379
FAM138D,F379
FAM138E,F379
FAM138F,F379
FAM13A,ARHGAP48|FAM13A1
FAM13A-AS1,FAM13A1OS|FAM13AOS|NCRNA00039
FAM13B,ARHGAP49|C5orf5|FAM13B1|KHCHP|N61
FAM13C,FAM13C1
FAM149A,MST119|MSTP119
FAM149B1,KIAA0974
FAM149B1P1,FAM149B2|KIAA0974P
FAM151A,C1orf179
FAM151B,UNQ9217
FAM153A,NY-REN-7
FAM153C,NY-REN-7-like
FAM155B,CXorf63|TED|TMEM28|bB57D9.1
FAM156A,PRO0659|TMEM29
FAM156B,TMEM29B
FAM157A,GTF2IP18
FAM160A2,C11orf56|FHIP
FAM160B1,KIAA1600|bA106M7.3
FAM160B2,RAI16
FAM161A,RP28
FAM161B,C14orf44|c14_5547
FAM162A,C3orf28|E2IG5|HGTD-P
FAM162B,C6orf189|bA86F4.2
FAM163A,C1orf76|NDSP
FAM163B,C9orf166
FAM166A,HSD46
FAM167A,C8orf13|D8S265
FAM167A-AS1,C8orf12
FAM167B,C1orf90
FAM168A,KIAA0280|TCRP1
FAM168B,MANI
FAM169A,SLAP75
FAM170A,ZNFD
FAM170B,C10orf73
FAM171A1,C10orf38
FAM171B,KIAA1946
FAM172A,C5orf21
FAM172BP,FAM172B
FAM173A,C16orf24
FAM173B,JS-2
FAM174A,HGS_RE408|NS5ATP6|TMEM157|UNQ1912
FAM177A1,C14orf24
FAM177A1P1,FAM177A2
FAM180A,UNQ1940
FAM181A,C14orf152
FAM181A-AS1,C14orf86
FAM182A,C20orf91|C20orf91A
FAM183BP,FAM183B|THEG6
FAM184A,C6orf60
FAM185BP,FAM185B
FAM186B,C12orf25
FAM187B,TMEM162
FAM189A1,TMEM228
FAM189A2,C9orf61|X123
FAM189B,C1orf2|COTE1
FAM192A,C16orf94|CDA018|CDA10|NIP30
FAM192BP,FAM192B|rcNIP30
FAM193A,C4orf8|RES4-22
FAM193B,IRIZIO
FAM196A,C10orf141|INSYN2
FAM196B,C5orf57
FAM197Y1,FAM197Y1P
FAM197Y2,CYorf16|FAM197Y2P
FAM197Y4,FAM197Y4P
FAM197Y5,FAM197Y5P
FAM197Y7,FAM197Y7P
FAM198A,C3orf41
FAM198B,AD021|AD036|C4orf18|ENED
FAM199X,CXorf39
FAM199YP,FAM199Y
FAM19A1,TAFA-1|TAFA1
FAM19A2,TAFA-2|TAFA2
FAM19A3,TAFA-3|TAFA3
FAM19A4,TAFA-4|TAFA4
FAM19A5,QLLK5208|TAFA-5|TAFA5|UNQ5208
FAM200A,C7orf38
FAM200B,C4orf53
FAM201A,C9orf122
FAM201CP,FAM201C
FAM204A,C10orf84|bA319I23.1
FAM205A,C9orf144B
FAM205BP,C9orf144|C9orf144A|FAM205B
FAM205C,FAM205CP
FAM206A,C9orf6|CG-8|Simiate
FAM207A,C21orf70|PRED56
FAM208A,C3orf63|RAP140|TASOR|se89-1
FAM208B,C10orf18|bA318E3.2
FAM209A,C20orf106|dJ1153D9.3
FAM209B,C20orf107|dJ1153D9.4
FAM20A,AI1G|AIGFS|FP2747
FAM20B,gxk1
FAM20C,DMP-4|DMP4|G-CK|GEF-CK|RNS
FAM210A,C18orf19|HsT2329
FAM210B,5A3|C20orf108|dJ1167H4.1
FAM212A,C3orf54|INKA1
FAM212B,C1orf183|INKA2
FAM213A,Adrx|C10orf58|PAMM
FAM213B,C1orf93
FAM214A,KIAA1370
FAM214B,KIAA1539
FAM215A,APR-2|C17orf88|LINC00530
FAM215B,ARL17A-IT1
FAM216A,C12orf24|HSU79274
FAM216B,C13orf30
FAM217A,C6orf146
FAM217B,C20orf177|dJ551D2.5
FAM218A,C4orf39
FAM219A,C9orf25
FAM219B,C15orf17
FAM220A,ACPIN1|C7orf70|SIPAR
FAM220BP,C9orf51
FAM221A,C7orf46
FAM221B,C9orf128
FAM222A,C12orf34
FAM222B,C17orf63
FAM223A,CXorf52|LINC00204A|NCRNA00204|NCRNA00204A|SPCX
FAM223B,CXorf52|CXorf52B|LINC00204B|NCRNA00204B
FAM224A,LINC00230A|NCRNA00230A
FAM224B,LINC00230B|NCRNA00230B
FAM225A,C9orf109|LINC00256A|NCRNA00256A
FAM225B,C9orf110|LINC00256B|NCRNA00256B
FAM226A,CXorf50|LINC00246A|NCRNA00246|NCRNA00246A
FAM226B,CXorf50B|LINC00246B|NCRNA00246B
FAM227B,C15orf33
FAM228A,C2orf84
FAM229B,C6orf225
FAM230A,DGCR15
FAM230C,LINC00281|NCRNA00281
FAM231AP,FAM231A|FAM231C
FAM231BP,FAM231B
FAM234A,C16orf9|ITFG3|gs19
FAM234B,KIAA1467
FAM236A,DMRTC1-AS1|LINC00684
FAM236C,FAM236D
FAM238A,C10orf50|LINC00264|NCRNA00264|bA128B16.2
FAM238B,LINC00202-2
FAM238C,C10orf51|LINC00202|LINC00202-1|NCRNA00202|bB27G4.1
FAM241A,C4orf32
FAM241B,C10orf35
FAM25A,bA96C23.5
FAM25BP,FAM25A|FAM25B|FAM25C|FAM25G
FAM25C,bA164N7.4
FAM25E,FAM25D
FAM25G,FAM25A|FAM25B|FAM25C|bA301J7.4
FAM27B,FAM27A2
FAM27C,FAM27A|FAM27A1|FAM27A3|bA7G23.5
FAM27E2,FAM27E1
FAM27E4,FAM27E4P
FAM27E5,FAM27L
FAM30A,C14orf110|HSPC053|KIAA0125
FAM30B,HsT16028|KIAA0125P1
FAM30C,HsT16041|KIAA0125P2
FAM32A,OTAG-12|OTAG12
FAM32BP,FAM32B
FAM32CP,FAM32C
FAM32DP,FAM32D
FAM32EP,FAM32E
FAM35A,FAM35A1|bA163M19.1
FAM35BP,FAM35B|FAM35EP|bA38L15.1
FAM35CP,FAM35A2|FAM35AP
FAM35DP,FAM35B2
FAM3A,2.19|DLD|DXS560S|XAP-7
FAM3B,2-21|C21orf11|C21orf76|ORF9|PANDER|PRED44
FAM3C,GS3786|ILEI
FAM3D,EF7|OIT1
FAM3D-AS1,lnc-KCTD6-3
FAM41AY1,FAM41AY
FAM45BP,FAM45B|HT011
FAM46A,C6orf37|XTP11
FAM46D,CT1.26|CT112
FAM49B,BM-009|L1
FAM50A,9F|DXS9928E|HXC-26|HXC26|XAP5
FAM50B,D6S2654E|X5L
FAM53A,DNTNP
FAM53B,KIAA0140|bA12J10.2|smp
FAM53C,C5orf6
FAM57A,CT120
FAM57B,FP1188
FAM58BP,FAM58B
FAM58CP,FAM58AP1|FAM58Y
FAM60BP,HsT2323
FAM66B,FAM66E
FAM69B,C9orf136|pp6977
FAM69C,C18orf51
FAM71A,GARI-L4
FAM71D,C14orf54
FAM71E2,C19orf16
FAM71F1,FAM137A|NYD-SP18
FAM71F2,FAM137B
FAM72A,LMPIP|Ugene
FAM72B,p17
FAM72D,GCUD2
FAM74A1,FAM74A5
FAM74A4,FAM74A2
FAM78A,C9orf59
FAM83A,BJ-TSA-9
FAM83A-AS1,HCCC11|HCCC11_v1|HCCC11_v2
FAM83B,C6orf143
FAM83C,C20orf128|dJ614O4.7
FAM83C-AS1,C20orf120|NCRNA00154|dJ614O4.3
FAM83D,C20orf129|CHICA|dJ616B8.3
FAM83G,PAWS1
FAM83H,AI3|AI3A
FAM83H-AS1,onco-lncRNA-3
FAM84A,NSE1|PP11517
FAM84B,BCMP101|NSE2
FAM86C1,FAM86C
FAM86DP,FAM86D
FAM89A,C1orf153
FAM89B,LRAP25|MTVR|MTVR1
FAM8A1,AHCP
FAM8A4P,FAM8A8P
FAM90A10P,FAM90A10
FAM90A11P,FAM90A11
FAM90A12P,FAM90A12
FAM90A13P,FAM90A13
FAM90A14P,FAM90A14
FAM90A15P,FAM90A15
FAM90A16P,FAM90A16
FAM90A17P,FAM90A17
FAM90A18P,FAM90A18
FAM90A19P,FAM90A19
FAM90A20P,FAM90A20
FAM90A22P,FAM90A22
FAM90A23P,FAM90A23
FAM90A24P,FAM90A24
FAM90A26,FAM90A26P
FAM90A3P,FAM90A3
FAM90A4P,FAM90A4
FAM90A5P,FAM90A5
FAM90A7P,FAM90A7
FAM90A8P,FAM90A8
FAM90A9P,FAM90A9
FAM92A,FAM92A1
FAM92A1P1,FAM92A2
FAM92A1P2,FAM92A3
FAM96A,CIA2A
FAM96B,CGI-128|CIA2B|MIP18
FAM9A,TEX39A
FAM9B,TEX39B
FAM9C,TEX39C
FAME3,FCMTE3
FAME4,FCMTE4
FAN1,KIAA1018|KMIN|MTMR15|hFAN1
FANCA,FA|FA-H|FA1|FAA|FACA|FAH|FANCH
FANCB,FA2|FAAP90|FAAP95|FAB|FACB
FANCC,FA3|FAC|FACC
FANCD2,FA-D2|FA4|FACD|FAD|FAD2|FANCD
FANCD2OS,C3orf24
FANCE,FACE|FAE
FANCF,FAF
FANCG,FAG|XRCC9
FANCI,KIAA1794
FANCL,FAAP43|PHF9|POG
FANCM,FAAP250|KIAA1596
FANK1,HSD13
FAP,DPPIV|FAPA|FAPalpha|SIMP
FAR1,MLSTD2|PFCRD|SDR10E1
FAR2,HEL-S-81|MLSTD1|SDR10E2
FAR2P1,HEL-182
FARP1,CDEP|FARP1-IT1|PLEKHC2|PPP1R75
FARP2,FIR|FRG|PLEKHC3
FARS2,COXPD14|FARS1|HSPC320|PheRS|SPG77
FARSA,CML33|FARSL|FARSLA|FRSA|PheHA
FARSB,FARSLB|FRSB|HSPC173|PheHB|PheRS
FAS,ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6
FAS-AS1,FAS-AS|FASAS|SAF
FASLG,ALPS1B|APT1LG1|APTL|CD178|CD95-L|CD95L|FASL|TNFSF6|TNLG1A
FASN,FAS|OA-519|SDR27X1
FASTK,FAST
FASTKD2,KIAA0971
FASTKD5,dJ1187M17.5
FAT1,CDHF7|CDHR8|FAT|ME5|hFat1
FAT1P1,dJ697P8.1
FAT2,CDHF8|CDHR9|HFAT2|MEGF1|SCA45
FAT3,CDHF15|CDHR10|hFat3
FAT4,CDHF14|CDHR11|FAT-J|FATJ|HKLLS2|NBLA00548|VMLDS2
FATE1,CT43|FATE
FAU,FAU1|Fub1|Fubi|MNSFbeta|RPS30|S30|asr1
FAUP1,FAU1P|RPS30_2_1613
FAUP2,RPS30_1_440
FAUP3,RPS30_1_539
FAXC,C6orf168|dJ273F20
FAXDC2,C5orf4
FBF1,Alb|FBF-1
FBH1,FBXO18|Fbx18|hFBH1
FBL,FIB|FLRN|Nop1|RNU3IP1
FBLIM1,CAL|FBLP-1|FBLP1
FBLN1,FBLN|FIBL1
FBLN5,ADCL2|ARCL1A|ARMD3|DANCE|EVEC|FIBL-5|HNARMD|UP50
FBLN7,TM14
FBN1,ACMICD|ECTOL1|FBN|GPHYSD2|MASS|MFLS|MFS1|OCTD|SGS|SSKS|WMS|WMS2
FBN2,CCA|DA9|EOMD
FBP1,FBP
FBRS,FBS|FBS1
FBXL12,Fbl12
FBXL13,DRC6|Fbl13
FBXL14,Fbl14
FBXL15,FBXO37|Fbl15|JET|PSD
FBXL16,C16orf22|Fbl16|c380A1.1
FBXL17,FBXO13|Fbl17|Fbx13
FBXL18,Fbl18
FBXL19,CXXC11|Fbl19|JHDM1C
FBXL19-AS1,NCRNA00095
FBXL2,FBL2|FBL3
FBXL20,Fbl2|Fbl20
FBXL21,FBL3B|FBXL3B|FBXL3P|Fbl21
FBXL22,Fbl22
FBXL3,FBL3|FBL3A|FBXL3A
FBXL4,FBL4|FBL5|MTDPS13
FBXL5,FBL4|FBL5|FLR1
FBXL6,FBL6|FBL6A|PP14630
FBXL7,FBL6|FBL7
FBXL8,FBL8
FBXO10,FBX10|PRMT11
FBXO11,FBX11|PRMT9|UBR6|UG063H01|VIT1
FBXO15,FBX15
FBXO16,FBX16
FBXO17,FBG4|FBX26|FBXO26|Fbx17
FBXO2,FBG1|FBX2|Fbs1|NFB42|OCP1
FBXO21,FBX21
FBXO22,FBX22|FISTC1
FBXO24,FBX24
FBXO25,FBX25
FBXO27,FBG5|Fbx27
FBXO28,CENP-30|Fbx28
FBXO3,FBA|FBX3
FBXO30,Fbx30
FBXO31,FBX14|FBXO14|Fbx31|MRT45|pp2386
FBXO32,Fbx32|MAFbx
FBXO33,BMND12|Fbx33|c14_5247
FBXO34,CGI-301|Fbx34
FBXO36,Fbx36
FBXO38,Fbx38|HMN2D|MOKA|SP329
FBXO39,CT144|Fbx39
FBXO4,FBX4
FBXO40,FBX40
FBXO41,FBX41
FBXO42,Fbx42|JFK
FBXO43,EMI2|ERP1|FBX43
FBXO44,FBG3|FBX30|FBX6A|Fbx44|Fbxo6a
FBXO45,Fbx45
FBXO46,20D7-FC4|FBXO34L|Fbx46
FBXO5,EMI1|FBX5|Fbxo31
FBXO6,FBG2|FBS2|FBX6|Fbx6b
FBXO7,FBX|FBX07|FBX7|PARK15|PKPS
FBXO8,DC10|FBS|FBX8
FBXO9,FBX9|NY-REN-57|VCIA1|dJ341E18.2
FBXW10,Fbw10|HREP|SM25H2|SM2SH2
FBXW11,BTRC2|BTRCP2|FBW1B|FBXW1B|Fbw11|Hos
FBXW11P1,BTRC2P|FBXW1BP|FBXW1BP1
FBXW12,FBW12|FBXO12|FBXO35
FBXW2,FBW2|Fwd2|Md6
FBXW4,DAC|FBW4|FBWD4|SHFM3|SHSF3
FBXW4P1,FBW3|FBXW3|SHFM3P1
FBXW5,Fbw5
FBXW7,AGO|CDC4|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4
FBXW7-AS1,DEAR|DEspR
FBXW8,FBW6|FBW8|FBX29|FBXO29|FBXW6
FBXW9,Fbw9
FCAMR,CD351|FCA/MR|FKSG87
FCAR,CD89|CTB-61M7.2|FcalphaRI
FCER1A,FCE1A|FcERI
FCER1G,FCRG
FCER2,BLAST-2|CD23|CD23A|CLEC4J|FCE2|IGEBF
FCF1,Bka|C14orf111|CGI-35|UTP24
FCGBP,FC(GAMMA)BP
FCGR1A,CD64|CD64A|FCRI|IGFR1
FCGR1B,CD64b|IGFRB
FCGR1CP,CD64c|FCGR1C|FCRIC|IGFR1|IGFRC
FCGR2A,CD32|CD32A|CDw32|FCG2|FCGR2|FCGR2A1|FcGR|IGFR2
FCGR2B,CD32|CD32B|FCG2|FCGR2|IGFR2
FCGR2C,CD32|CD32C|CDW32|FCG2|FCRIIC|IGFR2
FCGR3A,CD16|CD16A|FCG3|FCGR3|FCGRIII|FCR-10|FCRIII|FCRIIIA|IGFR3|IMD20
FCGR3B,CD16|CD16A|CD16b|FCG3|FCGR3|FCGR3A|FCR-10|FCRIII|FCRIIIb
FCGRT,FCRN|alpha-chain
FCHSD1,NWK2
FCHSD2,NWK|SH3MD3
FCMR,FAIM3|TOSO
FCMTE1,BAFME|BAFME1|FAME|FAME1|MEBA
FCMTE2,ADCME|BAFME2|FAME|FAME2
FCMTE3,BAFME|FAME
FCN1,FCNM
FCN2,EBP-37|FCNL|P35|ficolin-2
FCN3,FCNH|HAKA1
FCP1,FCP|FCPX|HBFQTL3
FCRL1,CD307a|FCRH1|IFGP1|IRTA5
FCRL2,CD307b|FCRH2|IFGP4|IRTA4|SPAP1|SPAP1A|SPAP1B|SPAP1C
FCRL3,CD307c|FCRH3|IFGP3|IRTA3|SPAP2
FCRL4,CD307d|FCRH4|IGFP2|IRTA1
FCRL5,BXMAS1|CD307|CD307e|FCRH5|IRTA2|PRO820
FCRL6,FcRH6
FCRLA,FCRL|FCRL1|FCRLM1|FCRLX|FCRLb|FCRLc1|FCRLc2|FCRLd|FCRLe|FCRX|FREB
FCRLB,FCRL2|FCRLM2|FCRLY|FREB-2|FREB2|FcRY
FDCSP,C4orf7|FDC-SP
FDFT1,DGPT|ERG9|SQS|SS
FDPS,FPPS|FPS|POROK9
FDPSP1,CHR39A|FDPSL1|FPSL1
FDPSP2,FDPSL2|FDPSL2A|FPSL2
FDPSP3,FDPSL3|FPSL3
FDPSP4,CHR39B|FDPSL4|FPSL4
FDPSP5,CHR39C|FDPSL5|FPSL5
FDPSP6,FDPSP
FDPSP7,FDPSL2B
FDX1,ADX|FDX|LOH11CR1D
FDX1L,FDX2
FDX1P1,ADXP1|FDXP1
FDX1P2,FDXP2
FDXACB1,hCG_2033039
FDXR,ADXR|ANOA
FECD2,FCD1
FECD3,FCD2
FECD5,FCD3
FECD7,FCD4
FECH,EPP|FCE
FECHP1,FECHP
FEM1A,EPRAP
FEM1AP1,FEM1DP
FEM1B,F1A-ALPHA|F1AA|FEM1-beta
FEM1C,EUROIMAGE686608|EUROIMAGE783647|FEM1A
FEN1,FEN-1|MF1|RAD2
FEN1P1,FENL1
FENDRR,FOXF1-AS1|FOXF1AS1|TCONS_00024240|lincFOXF1|onco-lncRNA-21
FER,PPP1R74|TYK3|p94-Fer
FER1L4,C20orf124
FER1L6,C8ORFK23
FER1L6-AS1,C8orf54
FER1L6-AS2,C8orf78
FERD3L,N-TWIST|NATO3|NTWIST|PTFB|bHLHa31
FERMT1,C20orf42|DTGCU2|KIND1|UNC112A|URP1
FERMT2,KIND2|MIG2|PLEKHC1|UNC112|UNC112B|mig-2
FERMT3,KIND3|MIG-2|MIG2B|UNC112C|URP2|URP2SF
FERP1,FERP|FERps
FES,FPS
FETUB,16G2|Gugu|IRL685
FEV,HSRNAFEV|PET-1
FEZ1,UNC-76
FEZ2,HUM3CL
FEZF1,FEZ|HH22|ZNF312B
FEZF2,FEZ|FEZL|FKSG36|TOF|ZFP312|ZNF312
FFAR1,FFA1R|GPCR40|GPR40
FFAR2,FFA2R|GPR43
FFAR3,FFA3R|GPR41|GPR42
FFAR4,BMIQ10|GPR120|GPR129|GT01|O3FAR1|PGR4
FGA,Fib2
FGB,HEL-S-78p
FGD1,AAS|FGDY|MRXS16|ZFYVE3
FGD2,ZFYVE4
FGD3,ZFYVE5
FGD4,CMT4H|FRABP|ZFYVE6
FGD5,ZFYVE23
FGD6,ZFYVE24
FGF1,AFGF|ECGF|ECGF-beta|ECGFA|ECGFB|FGF-1|FGF-alpha|FGFA|GLIO703|HBGF-1|HBGF1
FGF11,FGF-11|FHF-3|FHF3
FGF12,EIEE47|FGF12B|FHF1
FGF13,FGF-13|FGF2|FHF-2|FHF2
FGF14,FGF-14|FHF-4|FHF4|SCA27
FGF16,FGF-16|MF4
FGF17,FGF-13|FGF-17|HH20
FGF18,FGF-18|ZFGF5
FGF2,BFGF|FGF-2|FGFB|HBGF-2
FGF20,FGF-20|RHDA2
FGF23,ADHR|FGFN|HPDR2|HYPF|PHPTC
FGF3,HBGF-3|INT2
FGF4,FGF-4|HBGF-4|HST|HST-1|HSTF-1|HSTF1|K-FGF|KFGF
FGF5,HBGF-5|Smag-82|TCMGLY
FGF6,HBGF-6|HST2
FGF7,HBGF-7|KGF
FGF7P1,HsT283
FGF7P2,FGF7L|PRED3
FGF7P3,KGFLP2
FGF7P6,KGFLP1
FGF8,AIGF|FGF-8|HBGF-8|HH6|KAL6
FGF9,FGF-9|GAF|HBFG-9|HBGF-9|SYNS3
FGFBP1,FGF-BP|FGF-BP1|FGFBP|FGFBP-1|HBP17
FGFBP2,HBP17RP|KSP37
FGFBP3,C10orf13|FGF-BP3
FGFR1,BFGFR|CD331|CEK|ECCL|FGFBR|FGFR-1|FLG|FLT-2|FLT2|HBGFR|HH2|HRTFDS|KAL2|N-SAM|OGD|bFGF-R-1
FGFR1OP,FOP
FGFR1OP2,HSPC123-like|WIT3.0
FGFR2,BBDS|BEK|BFR-1|CD332|CEK3|CFD1|ECT1|JWS|K-SAM|KGFR|TK14|TK25
FGFR3,ACH|CD333|CEK2|HSFGFR3EX|JTK4
FGFR3P1,D84394.2|FGFR3P|FGFR6
FGFR4,CD334|JTK2|TKF
FGFRL1,FGFR5|FHFR
FGL1,HFREP1|HP-041|LFIRE-1|LFIRE1
FGL2,T49|pT49
FGQTL2,BWQTL1
FGQTL6,BWQTL3|PGQTL1
FGR,SRC2|c-fgr|c-src2|p55-Fgr|p55c-fgr|p58-Fgr|p58c-fgr
FH,FMRD|HLRCC|LRCC|MCL|MCUL1
FHII,FHA2
FHIT,AP3Aase|FRA3B
FHL1,FCMSU|FHL-1|FHL1A|FHL1B|FLH1A|KYOT|RBMX1A|RBMX1B|SLIM|SLIM-1|SLIM1|SLIMMER|XMPMA
FHL2,AAG11|DRAL|FHL-2|SLIM-3|SLIM3
FHL3,SLIM2
FHL5,1700027G07Rik|ACT|FHL-5|dJ393D12.2
FHOD1,FHOS
FHOD3,FHOS2|Formactin2
FIBP,FGFIBP|FIBP-1|TROFAS
FICD,HIP13|HYPE|UNQ3041
FIG4,ALS11|BTOP|CMT4J|KIAA0274|SAC3|YVS|dJ249I4.1
FIGLA,BHLHC8|FIGALPHA|POF6
FILIP1,FILIP
FILIP1L,DOC-1|DOC1|GIP130|GIP90
FIP1L1,FIP1|Rhe|hFip1
FIQTL1,FSI
FIRRE,LINC01200
FIS1,CGI-135|TTC11
FITM1,FIT1
FITM2,C20orf142|Fit2|dJ881L22.2
FIZ1,ZNF798
FKBP10,BRKS1|FKBP65|OI11|OI6|PPIASE|hFKBP65
FKBP11,FKBP19
FKBP14,EDSKMH|EDSKSCL2|FKBP22|IPBP12
FKBP15,FKBP133|KIAA0674|PPP1R76
FKBP1A,FKBP-12|FKBP-1A|FKBP1|FKBP12|PKC12|PKCI2|PPIASE
FKBP1AP1,FKBP12|FKBP1P1
FKBP1AP2,FKBP12|FKBP1P2
FKBP1AP3,FKBP12|FKBP1P3
FKBP1AP4,FKBP12|FKBP1P4
FKBP1B,FKBP12.6|FKBP1L|OTK4|PKBP1L|PPIase
FKBP2,FKBP-13|PPIase
FKBP3,FKBP-25|FKBP-3|FKBP25|PPIase
FKBP4,FKBP51|FKBP52|FKBP59|HBI|Hsp56|PPIase|p52
FKBP4P6,FKBP4P4|FKBP4P5
FKBP4P7,FKBP4P3
FKBP5,AIG6|FKBP51|FKBP54|P54|PPIase|Ptg-10
FKBP6,FKBP36
FKBP7,FKBP23|PPIase
FKBP8,FKBP38|FKBPr38
FKBP9,FKBP60|FKBP63|PPIase
FKBP9P1,FKBP9L
FKBPL,DIR1|FKBP4|NG7|WISP39
FKRP,LGMD2I|MDC1C|MDDGA5|MDDGB5|MDDGC5
FKSG49,FKSG52|FKSG55|FKSG56|FKSG57|FKSG60|FKSG61|FKSG64|FKSG65|FKSG66|FKSG67|FKSG68|FKSG70
FKTN,CMD1X|FCMD|LGMD2M|MDDGA4|MDDGB4|MDDGC4
FLAD1,FAD1|FADS|LSMFLAD|PP591
FLCN,BHD|FLCL
FLG,ATOD2
FLG2,IFPS
FLI1,BDPLT21|EWSR2|SIC-1
FLII,FLI|FLIL|Fli1
FLJ42393,AVPC1948
FLNA,ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD
FLNB,ABP-278|ABP-280|AOI|FH1|FLN-B|FLN1L|LRS1|SCT|TABP|TAP
FLNC,ABP-280|ABP280A|ABPA|ABPL|CMH26|FLN2|MFM5|MPD4|RCM5
FLOT2,ECS-1|ECS1|ESA|ESA1|M17S1
FLRT1,SPG68
FLRT3,HH21
FLT1,FLT|FLT-1|VEGFR-1|VEGFR1
FLT3,CD135|FLK-2|FLK2|STK1
FLT3LG,FL|FLG3L|FLT3L
FLT4,FLT-4|FLT41|LMPH1A|PCL|VEGFR-3|VEGFR3
FLVCR1,AXPC1|FLVCR|MFSD7B|PCA|PCARP
FLVCR1-AS1,LQK1|NCRNA00292
FLVCR2,C14orf58|CCT|EPV|FLVCRL14q|MFSD7C|PVHH
FMC1,C7orf55|HSPC268
FMN1,FMN|LD
FMNL1,C17orf1|C17orf1B|FHOD4|FMNL|KW-13
FMNL2,FHOD2
FMNL3,FHOD3|FRL2|WBP-3|WBP3
FMO2,FMO1B1
FMO3,FMOII|TMAU|dJ127D3.1
FMO4,FMO2
FMO6P,FMO6
FMOD,FM|SLRR2E
FMR1,FMRP|FRAXA|POF|POF1
FMR1-AS1,ASFMR1|FMR1-AS|FMR1AS|FMR4
FMR1-IT1,FMR1
FMR1NB,CT37|NY-SAR-35|NYSAR35
FMTLE,ETL3
FN1,CIG|ED-B|FINC|FN|FNZ|GFND|GFND2|LETS|MSF|SMDCF
FN3KRP,FN3KL
FNBP1,FBP17
FNBP1L,C1orf39|TOCA1
FNBP4,FBP30
FNDC1,AGS8|FNDC2|MEL4B3|bA243O10.1|dJ322A24.1
FNDC10,C1orf233
FNDC11,C20orf195
FNDC3A,FNDC3|HUGO|bA203I16.1|bA203I16.5
FNDC3B,FAD104|PRO4979|YVTM2421
FNDC4,FRCP1
FNDC5,FRCP2|irisin
FNDC9,C5orf40
FNIP2,FNIPL|MAPO1
FNTA,FPTA|PGGT1A|PTAR2
FNTAP1,FNTAL1
FNTAP2,FNTAL2
FNTB,FPTB
FOCAD,KIAA1797
FOLH1,FGCP|FOLH|GCP2|GCPII|NAALAD1|NAALAdase|PSM|PSMA|mGCP
FOLH1B,FOLH2|FOLHP|GCP3|GCPIII|PSM|PSMA-LIKE|PSMAL
FOLR1,FBP|FOLR
FOLR1P1,FOLR1P|KB-1
FOLR2,BETA-HFR|FBP|FBP/PL-1|FR-BETA|FR-P3
FOLR3,FR-G|FR-gamma|gamma-hFR
FOPNL,C16orf63|FOR20|PHSECRG2
FOS,AP-1|C-FOS|p55
FOSB,AP-1|G0S3|GOS3|GOSB
FOSL1,FRA|FRA1|fra-1
FOSL2,FRA2
FOXA1,HNF3A|TCF3A
FOXA2,HNF3B|TCF3B
FOXA3,FKHH3|HNF3G|TCF3G
FOXB1,FKH5|HFKH-5
FOXB2,bA159H20.4
FOXC1,ARA|ASGD3|FKHL7|FREAC-3|FREAC3|IGDA|IHG1|IRID1|RIEG3
FOXC2,FKHL14|LD|MFH-1|MFH1
FOXC2-AS1,ODRUL
FOXCUT,LINC01379|TCONS_00011636
FOXD1,FKHL8|FREAC-4|FREAC4
FOXD1-AS1,TCONS_00009423
FOXD2,FKHL17|FREAC-9|FREAC9
FOXD3,AIS1|Genesis|HFH2|VAMAS2
FOXD3-AS1,pasFOXD3
FOXD4,FKHL9|FOXD4A|FREAC-5|FREAC5
FOXD4L1,FOXD5|bA395L14.1
